Loan ID,Customer ID,Loan Amount,Loan Type,Rate of Interest,Term (Months),Loan Status,Issue Date,EMI
LOAN21631,CUST10097,,Education,14.93,36,Closed,2023-11-01,
LOAN21632,CUST10273,4207989.0,Personal,,24,Closed,2024-06-10,
LOAN21633,CUST10419,,Education,,24,Ongoing,2022-11-11,
LOAN21634,CUST10781,3764169.0,Home,,24,Closed,2022-11-24,
LOAN21635,CUST10192,,Asset,11.21,12,Closed,2022-04-20,
LOAN21636,CUST10564,,Home,,12,Ongoing,2024-01-02,
LOAN21637,CUST10753,,Personal,,48,Closed,2022-03-26,
LOAN21638,CUST10576,2447266.0,Personal,,48,Ongoing,2021-08-18,
LOAN21639,CUST10622,,Education,9.38,36,Closed,2021-07-05,
LOAN21640,CUST10774,3574502.0,Home,10.82,12,Ongoing,2023-10-25,315620.37
LOAN21641,CUST10845,,Home,9.22,48,Ongoing,2024-05-27,
LOAN21642,CUST10164,259041.0,Education,,48,Closed,2022-04-12,
LOAN21643,CUST10170,1427785.0,Home,11.58,60,Ongoing,2025-05-16,31458.09
LOAN21644,CUST10636,,Auto,13.93,60,Closed,2024-11-26,
LOAN21645,CUST10645,,Personal,7.55,36,Ongoing,2024-03-07,
LOAN21646,CUST10229,,Education,,36,Ongoing,2022-05-01,
LOAN21647,CUST10876,2044930.0,Home,9.13,36,Ongoing,2023-01-11,65152.02
LOAN21648,CUST10970,,Education,,60,Ongoing,2023-03-01,
LOAN21649,CUST10082,,Education,11.48,12,Ongoing,2023-11-01,
LOAN21650,CUST10041,4432739.0,Home,,36,Ongoing,2021-10-22,
LOAN21651,CUST10139,2817177.0,Auto,10.56,48,Ongoing,2021-08-29,72210.91
LOAN21652,CUST10333,4176874.0,Personal,13.15,12,Closed,2024-04-16,373361.02
LOAN21653,CUST10201,,Auto,,24,Ongoing,2023-11-06,
LOAN21654,CUST10039,1538252.0,Personal,10.5,60,Ongoing,2024-07-09,33063.04
LOAN21655,CUST10167,,Education,,36,Closed,2022-12-21,
LOAN21656,CUST10696,2229108.0,Education,,24,Closed,2021-09-30,
LOAN21657,CUST10370,,Auto,7.94,60,Ongoing,2023-11-11,
LOAN21658,CUST10012,,Education,9.59,24,Closed,2021-08-14,
LOAN21659,CUST10374,2119225.0,Education,,12,Closed,2023-03-11,
LOAN21660,CUST10524,,Education,,24,Closed,2021-07-21,
LOAN21661,CUST10737,,Education,9.56,60,Ongoing,2025-01-30,
LOAN21662,CUST10582,4539985.0,Home,9.81,36,Ongoing,2024-01-23,146087.9
LOAN21663,CUST10638,1551721.0,Personal,12.18,60,Closed,2025-05-28,34658.49
LOAN21664,CUST10698,2268660.0,Home,12.15,24,Closed,2022-06-13,106952.69
LOAN21665,CUST10793,,Personal,7.6,60,Closed,2024-09-12,
LOAN21666,CUST10101,,Home,,60,Closed,2024-01-18,
LOAN21667,CUST10597,,Home,13.05,24,Closed,2022-04-06,
LOAN21668,CUST10907,4714160.0,Home,7.57,24,Ongoing,2022-03-16,212285.36
LOAN21669,CUST10134,,Education,,48,Closed,2022-04-28,
LOAN21670,CUST10659,,Personal,,48,Closed,2022-11-22,
LOAN21671,CUST10428,4073737.0,Auto,10.08,60,Ongoing,2021-11-20,86715.31
LOAN21672,CUST10672,4930767.0,Auto,,60,Closed,2023-04-20,
LOAN21673,CUST10731,,Auto,12.48,60,Ongoing,2023-12-08,
LOAN21674,CUST10541,638086.0,Personal,,48,Closed,2022-03-15,
LOAN21675,CUST10975,1806337.0,Home,,48,Ongoing,2024-12-24,
LOAN21676,CUST10155,3178502.0,Auto,,60,Ongoing,2022-10-21,
LOAN21677,CUST10876,4179522.0,Personal,,48,Ongoing,2022-10-25,
LOAN21678,CUST10931,2801317.0,Auto,7.12,36,Closed,2022-06-15,86650.32
LOAN21679,CUST10313,2486139.0,Home,,36,Closed,2022-04-09,
LOAN21680,CUST10301,,Education,13.8,24,Closed,2021-12-17,
LOAN21681,CUST10022,4444819.0,Personal,11.56,12,Ongoing,2024-12-31,394002.46
LOAN21682,CUST10339,,Asset,,36,Ongoing,2023-06-28,
LOAN21683,CUST10247,3813415.0,Education,,36,Ongoing,2022-01-16,
LOAN21684,CUST10325,,Auto,7.28,12,Closed,2021-12-15,
LOAN21685,CUST10059,3032778.0,Home,7.4,60,Ongoing,2021-11-05,60626.64
LOAN21686,CUST10163,,Asset,14.41,48,Closed,2021-11-24,
LOAN21687,CUST10762,,Auto,10.17,48,Closed,2022-12-15,
LOAN21688,CUST10910,3324019.0,Education,11.58,36,Closed,2024-10-23,109739.39
LOAN21689,CUST10649,,Education,12.29,24,Closed,2024-12-17,
LOAN21690,CUST10462,3918568.0,Personal,10.73,36,Closed,2024-10-31,127788.43
LOAN21691,CUST10516,1624400.0,Auto,,36,Closed,2024-10-24,
LOAN21692,CUST10944,1520668.0,Education,,36,Ongoing,2022-12-01,
LOAN21693,CUST10700,,Home,10.44,12,Ongoing,2021-12-09,
LOAN21694,CUST10681,,Home,,12,Ongoing,2021-06-04,
LOAN21695,CUST10821,,Home,,24,Closed,2022-07-08,
LOAN21696,CUST10003,4758992.0,Home,14.19,60,Closed,2023-02-27,111202.75
LOAN21697,CUST10432,3948709.0,Auto,,24,Closed,2023-07-14,
LOAN21698,CUST10705,,Home,,60,Ongoing,2021-07-02,
LOAN21699,CUST10459,3173568.0,Auto,12.01,60,Closed,2023-09-29,70610.31
LOAN21700,CUST10121,,Home,,24,Closed,2021-08-25,
LOAN21701,CUST10250,4072957.0,Personal,,48,Closed,2025-05-14,
LOAN21702,CUST10423,4328333.0,Auto,12.12,12,Closed,2024-04-17,384810.17
LOAN21703,CUST10049,,Home,,12,Ongoing,2021-10-20,
LOAN21704,CUST10858,,Auto,,24,Ongoing,2023-04-04,
LOAN21705,CUST10848,,Auto,7.44,48,Ongoing,2024-07-26,
LOAN21706,CUST10097,,Auto,14.6,60,Ongoing,2024-04-29,
LOAN21707,CUST10815,,Asset,12.83,12,Ongoing,2022-08-10,
LOAN21708,CUST10497,,Home,12.24,12,Ongoing,2025-03-31,
LOAN21709,CUST10331,,Home,,60,Closed,2022-12-03,
LOAN21710,CUST10303,,Asset,8.09,24,Ongoing,2023-09-03,
LOAN21711,CUST10250,3137375.0,Personal,7.87,60,Ongoing,2022-04-18,63419.64
LOAN21712,CUST10361,582147.0,Asset,10.72,12,Closed,2022-04-29,51375.12
LOAN21713,CUST10009,4703731.0,Home,14.78,12,Closed,2022-05-12,424062.67
LOAN21714,CUST10230,1231670.0,Home,10.17,48,Closed,2022-06-08,31338.98
LOAN21715,CUST10955,221577.0,Home,,12,Ongoing,2022-06-21,
LOAN21716,CUST10235,3229930.0,Home,,12,Closed,2024-11-09,
LOAN21717,CUST10163,,Education,11.34,36,Closed,2024-03-21,
LOAN21718,CUST10957,,Asset,,48,Closed,2025-03-29,
LOAN21719,CUST10747,563503.0,Auto,,12,Ongoing,2023-07-27,
LOAN21720,CUST10198,4727217.0,Auto,11.77,24,Closed,2022-09-06,222019.11
LOAN21721,CUST10295,2015198.0,Education,7.76,60,Closed,2021-07-04,40629.88
LOAN21722,CUST10298,,Home,10.18,24,Ongoing,2022-04-03,
LOAN21723,CUST10936,,Auto,,36,Ongoing,2024-10-10,
LOAN21724,CUST10379,4936705.0,Personal,13.16,60,Ongoing,2023-02-03,112729.97
LOAN21725,CUST10746,,Auto,,48,Closed,2024-12-13,
LOAN21726,CUST10493,,Personal,,12,Ongoing,2025-04-20,
LOAN21727,CUST10395,,Auto,13.44,36,Closed,2024-05-26,
LOAN21728,CUST10834,3202905.0,Personal,13.98,60,Closed,2024-05-02,74492.79
LOAN21729,CUST10329,3156716.0,Education,,48,Ongoing,2022-01-03,
LOAN21730,CUST10542,,Auto,,36,Ongoing,2023-06-25,
LOAN21731,CUST10595,,Home,,24,Ongoing,2022-04-25,
LOAN21732,CUST10001,4488320.0,Asset,,24,Closed,2023-05-27,
LOAN21733,CUST10318,3918659.0,Home,13.51,60,Ongoing,2024-01-07,90187.93
LOAN21734,CUST10343,4531747.0,Personal,,60,Closed,2025-04-19,
LOAN21735,CUST10744,,Education,11.18,12,Closed,2024-05-20,
LOAN21736,CUST10979,,Personal,,48,Closed,2022-03-24,
LOAN21737,CUST10135,2448531.0,Home,,12,Closed,2023-02-01,
LOAN21738,CUST10572,,Education,,36,Closed,2022-03-02,
LOAN21739,CUST10483,210092.0,Auto,11.51,12,Ongoing,2023-07-19,18618.3
LOAN21740,CUST10615,,Auto,,24,Closed,2022-02-08,
LOAN21741,CUST10649,1927306.0,Home,,60,Ongoing,2023-06-01,
LOAN21742,CUST10418,4423820.0,Education,14.99,60,Closed,2025-02-20,105219.15
LOAN21743,CUST10750,172729.0,Education,,60,Closed,2022-03-12,
LOAN21744,CUST10935,,Asset,,60,Ongoing,2021-07-07,
LOAN21745,CUST10100,3932828.0,Home,,36,Ongoing,2023-06-16,
LOAN21746,CUST10851,670896.0,Auto,8.24,36,Ongoing,2021-11-18,21097.8
LOAN21747,CUST10776,2789477.0,Personal,,48,Ongoing,2025-01-22,
LOAN21748,CUST10443,4993671.0,Personal,,48,Ongoing,2025-01-19,
LOAN21749,CUST10922,3021548.0,Personal,9.0,48,Ongoing,2025-03-07,75191.35
LOAN21750,CUST10897,,Education,10.8,24,Closed,2024-12-18,
LOAN21751,CUST10414,,Asset,11.25,24,Closed,2022-09-10,
LOAN21752,CUST10896,822631.0,Auto,14.27,24,Ongoing,2022-10-21,39601.9
LOAN21753,CUST10390,,Asset,,48,Ongoing,2024-07-01,
LOAN21754,CUST10028,,Personal,,24,Ongoing,2024-02-02,
LOAN21755,CUST10414,1078370.0,Auto,,36,Closed,2024-09-05,
LOAN21756,CUST10308,1834295.0,Home,,60,Ongoing,2021-06-13,
LOAN21757,CUST10495,,Personal,,36,Ongoing,2022-08-14,
LOAN21758,CUST10969,,Home,,48,Closed,2022-12-06,
LOAN21759,CUST10536,586045.0,Home,13.18,36,Ongoing,2021-06-27,19797.02
LOAN21760,CUST10596,,Home,11.19,12,Ongoing,2024-07-24,
LOAN21761,CUST10897,3982508.0,Education,,12,Ongoing,2024-01-25,
LOAN21762,CUST10391,1225382.0,Home,,12,Ongoing,2023-07-17,
LOAN21763,CUST10887,3261591.0,Auto,,48,Closed,2025-02-15,
LOAN21764,CUST10067,,Auto,14.08,60,Closed,2023-12-20,
LOAN21765,CUST10426,,Education,7.68,48,Ongoing,2021-12-28,
LOAN21766,CUST10754,,Personal,12.83,48,Ongoing,2021-12-08,
LOAN21767,CUST10993,4938847.0,Education,,36,Ongoing,2024-01-27,
LOAN21768,CUST10578,4194856.0,Home,,60,Closed,2024-03-23,
LOAN21769,CUST10602,,Personal,,12,Closed,2021-06-15,
LOAN21770,CUST10806,3070006.0,Auto,7.15,12,Ongoing,2021-09-20,265849.97
LOAN21771,CUST10402,,Education,,12,Ongoing,2023-08-08,
LOAN21772,CUST10024,2807197.0,Home,8.23,36,Closed,2024-07-18,88265.51
LOAN21773,CUST10893,,Home,13.4,48,Ongoing,2023-12-21,
LOAN21774,CUST10499,1205000.0,Asset,14.85,36,Ongoing,2025-03-05,41683.26
LOAN21775,CUST10743,485956.0,Personal,14.81,36,Closed,2023-09-27,16800.64
LOAN21776,CUST10804,,Education,,60,Closed,2021-06-05,
LOAN21777,CUST10796,1739925.0,Home,11.49,48,Ongoing,2022-03-22,45384.42
LOAN21778,CUST10907,3794945.0,Home,,12,Closed,2024-04-01,
LOAN21779,CUST10285,,Home,,48,Ongoing,2023-04-20,
LOAN21780,CUST10039,,Auto,,24,Closed,2023-04-27,
LOAN21781,CUST10418,2544367.0,Home,,24,Closed,2024-09-23,
LOAN21782,CUST10638,,Asset,14.43,24,Closed,2024-02-21,
LOAN21783,CUST10422,,Home,11.98,60,Ongoing,2023-10-02,
LOAN21784,CUST10914,,Home,11.8,12,Ongoing,2022-06-18,
LOAN21785,CUST10841,1831114.0,Auto,,36,Closed,2022-05-17,
LOAN21786,CUST10206,,Education,,60,Closed,2023-03-09,
LOAN21787,CUST10506,2536599.0,Personal,10.38,48,Ongoing,2023-03-24,64798.6
LOAN21788,CUST10100,,Auto,12.01,48,Closed,2025-02-22,
LOAN21789,CUST10493,2969554.0,Personal,,60,Closed,2024-02-16,
LOAN21790,CUST10343,,Auto,,60,Ongoing,2024-07-03,
LOAN21791,CUST10643,4959287.0,Home,,24,Ongoing,2021-06-22,
LOAN21792,CUST10321,1464893.0,Personal,,24,Closed,2021-12-20,
LOAN21793,CUST10150,,Home,,36,Closed,2021-07-03,
LOAN21794,CUST10357,365721.0,Home,12.25,12,Ongoing,2021-10-10,32536.66
LOAN21795,CUST10491,,Home,,24,Closed,2021-12-28,
LOAN21796,CUST10482,4434522.0,Asset,,60,Ongoing,2024-03-14,
LOAN21797,CUST10414,578700.0,Auto,8.35,60,Closed,2021-11-11,11831.12
LOAN21798,CUST10636,,Education,,24,Ongoing,2025-02-17,
LOAN21799,CUST10719,4074792.0,Education,,36,Ongoing,2022-11-09,
LOAN21800,CUST10145,55411.0,Home,11.84,60,Ongoing,2023-09-09,1228.11
LOAN21801,CUST10398,,Asset,14.74,60,Ongoing,2023-07-17,
LOAN21802,CUST10731,2236488.0,Auto,,60,Closed,2025-05-19,
LOAN21803,CUST10663,3607461.0,Auto,,48,Closed,2022-12-05,
LOAN21804,CUST10456,2537871.0,Education,12.77,24,Closed,2024-06-14,120381.02
LOAN21805,CUST10230,1099374.0,Education,,36,Closed,2025-02-18,
LOAN21806,CUST10997,,Home,11.24,12,Ongoing,2025-05-08,
LOAN21807,CUST10214,,Personal,,48,Closed,2021-09-17,
LOAN21808,CUST10992,,Personal,,36,Ongoing,2023-10-22,
LOAN21809,CUST10588,,Personal,,12,Ongoing,2025-01-13,
LOAN21810,CUST10481,,Education,13.29,24,Closed,2021-07-14,
LOAN21811,CUST10897,1582752.0,Personal,13.96,12,Closed,2024-01-17,142080.95
LOAN21812,CUST10954,,Auto,,48,Ongoing,2023-02-26,
LOAN21813,CUST10755,,Home,12.03,12,Ongoing,2021-12-26,
LOAN21814,CUST10859,4653971.0,Auto,,60,Ongoing,2024-10-07,
LOAN21815,CUST10392,,Education,,24,Closed,2025-05-24,
LOAN21816,CUST10934,,Auto,,12,Closed,2024-01-14,
LOAN21817,CUST10907,,Asset,,24,Ongoing,2023-04-08,
LOAN21818,CUST10897,4008606.0,Auto,14.49,60,Ongoing,2024-09-16,94294.7
LOAN21819,CUST10837,1843761.0,Asset,,24,Ongoing,2023-01-17,
LOAN21820,CUST10918,,Education,9.35,36,Ongoing,2021-06-03,
LOAN21821,CUST10029,4605953.0,Home,10.79,24,Closed,2021-12-27,214224.72
LOAN21822,CUST10605,2720380.0,Personal,,12,Closed,2022-03-18,
LOAN21823,CUST10257,,Auto,,36,Closed,2022-01-11,
LOAN21824,CUST10724,,Personal,14.04,24,Ongoing,2024-11-08,
LOAN21825,CUST10123,,Auto,,24,Ongoing,2024-07-22,
LOAN21826,CUST10935,3280219.0,Home,9.3,60,Ongoing,2023-02-05,68570.54
LOAN21827,CUST10900,4193090.0,Asset,7.98,24,Closed,2024-08-01,189603.86
LOAN21828,CUST10236,,Asset,,60,Closed,2023-08-12,
LOAN21829,CUST10834,,Auto,11.58,24,Closed,2022-09-20,
LOAN21830,CUST10318,3177824.0,Home,,36,Ongoing,2021-10-25,
LOAN21831,CUST10790,,Home,12.09,48,Closed,2022-10-09,
LOAN21832,CUST10724,,Asset,9.59,48,Closed,2021-07-12,
LOAN21833,CUST10632,,Education,9.83,48,Closed,2021-11-07,
LOAN21834,CUST10498,1121109.0,Education,14.01,48,Closed,2022-12-21,30641.58
LOAN21835,CUST10488,,Home,9.02,60,Closed,2023-12-05,
LOAN21836,CUST10400,,Education,,12,Ongoing,2023-01-30,
LOAN21837,CUST10302,,Education,14.06,36,Closed,2024-05-12,
LOAN21838,CUST10885,2317211.0,Education,12.67,12,Closed,2024-02-21,206608.38
LOAN21839,CUST10618,3114465.0,Education,10.38,48,Ongoing,2023-10-19,79560.46
LOAN21840,CUST10176,4455699.0,Auto,,24,Ongoing,2024-07-29,
LOAN21841,CUST10012,3471730.0,Auto,11.82,12,Ongoing,2022-01-17,308166.74
LOAN21842,CUST10291,1254909.0,Education,13.92,12,Closed,2021-12-23,112627.43
LOAN21843,CUST10068,2150679.0,Education,7.78,12,Closed,2024-06-23,186865.49
LOAN21844,CUST10091,,Auto,10.59,24,Closed,2023-10-20,
LOAN21845,CUST10161,731074.0,Personal,,60,Ongoing,2025-01-25,
LOAN21846,CUST10434,,Home,10.31,24,Closed,2024-04-29,
LOAN21847,CUST10431,4472337.0,Personal,11.64,36,Ongoing,2024-08-03,147777.77
LOAN21848,CUST10510,,Home,,24,Ongoing,2025-05-28,
LOAN21849,CUST10175,1745152.0,Auto,,48,Ongoing,2021-08-13,
LOAN21850,CUST10547,,Home,,24,Ongoing,2021-10-19,
LOAN21851,CUST10610,,Personal,10.09,12,Ongoing,2023-03-03,
LOAN21852,CUST10560,1685882.0,Asset,,12,Closed,2022-06-06,
LOAN21853,CUST10821,3584245.0,Education,14.8,60,Ongoing,2022-08-23,84893.12
LOAN21854,CUST10492,3979069.0,Education,,36,Ongoing,2023-04-05,
LOAN21855,CUST10063,1048132.0,Auto,14.55,24,Closed,2023-03-27,50596.6
LOAN21856,CUST10644,,Personal,,60,Ongoing,2023-02-01,
LOAN21857,CUST10231,4554519.0,Education,,24,Closed,2021-09-29,
LOAN21858,CUST10369,,Auto,,36,Closed,2021-10-11,
LOAN21859,CUST10824,,Home,,60,Ongoing,2021-06-04,
LOAN21860,CUST10834,788420.0,Auto,7.73,48,Ongoing,2022-04-02,19147.87
LOAN21861,CUST10990,1897335.0,Auto,,12,Ongoing,2022-10-01,
LOAN21862,CUST10178,4564931.0,Asset,,24,Closed,2023-05-01,
LOAN21863,CUST10929,3765622.0,Home,,60,Ongoing,2022-03-23,
LOAN21864,CUST10739,,Education,,24,Closed,2021-09-07,
LOAN21865,CUST10184,,Auto,,12,Ongoing,2022-11-03,
LOAN21866,CUST10778,67855.0,Auto,,48,Closed,2021-07-25,
LOAN21867,CUST10470,,Asset,,48,Closed,2024-05-28,
LOAN21868,CUST10545,1701647.0,Auto,,48,Closed,2023-02-24,
LOAN21869,CUST10843,,Personal,,12,Ongoing,2023-12-15,
LOAN21870,CUST10312,3941374.0,Education,11.27,12,Ongoing,2024-11-17,348841.75
LOAN21871,CUST10325,3902012.0,Personal,7.61,48,Closed,2025-03-20,94546.8
LOAN21872,CUST10939,,Auto,7.5,36,Closed,2021-11-29,
LOAN21873,CUST10905,3109937.0,Asset,,60,Closed,2024-03-14,
LOAN21874,CUST10982,,Home,14.34,12,Ongoing,2021-09-07,
LOAN21875,CUST10729,,Auto,14.6,12,Closed,2022-08-16,
LOAN21876,CUST10234,3160995.0,Education,8.58,12,Closed,2024-08-19,275818.41
LOAN21877,CUST10467,,Personal,,36,Ongoing,2025-03-08,
LOAN21878,CUST10545,,Auto,9.28,36,Closed,2022-12-24,
LOAN21879,CUST10186,226991.0,Education,12.59,12,Ongoing,2021-07-20,20230.58
LOAN21880,CUST10917,,Education,,60,Ongoing,2022-09-04,
LOAN21881,CUST10291,3972338.0,Personal,13.99,60,Closed,2022-11-22,92408.76
LOAN21882,CUST10082,,Auto,13.48,48,Ongoing,2023-03-28,
LOAN21883,CUST10368,,Asset,11.95,48,Closed,2023-10-19,
LOAN21884,CUST10151,,Personal,12.35,24,Ongoing,2025-03-19,
LOAN21885,CUST10722,,Asset,,60,Closed,2024-01-17,
LOAN21886,CUST10800,4100070.0,Asset,8.38,24,Closed,2022-10-13,186146.46
LOAN21887,CUST10639,4142190.0,Home,,24,Ongoing,2024-03-31,
LOAN21888,CUST10741,1792907.0,Personal,13.56,24,Ongoing,2025-01-07,85710.43
LOAN21889,CUST10022,2154826.0,Education,,48,Closed,2024-06-28,
LOAN21890,CUST10944,1578537.0,Home,,60,Ongoing,2024-02-27,
LOAN21891,CUST10159,,Asset,12.96,12,Ongoing,2024-04-25,
LOAN21892,CUST10707,,Auto,,12,Ongoing,2023-03-31,
LOAN21893,CUST10144,,Auto,9.32,60,Closed,2024-04-16,
LOAN21894,CUST10356,4607002.0,Home,12.11,60,Ongoing,2021-10-06,102736.49
LOAN21895,CUST10933,1544771.0,Home,12.73,36,Closed,2021-08-05,51848.77
LOAN21896,CUST10859,,Personal,9.97,48,Closed,2022-04-21,
LOAN21897,CUST10886,3578735.0,Education,13.03,60,Closed,2023-11-15,81482.19
LOAN21898,CUST10143,,Home,13.79,12,Ongoing,2022-06-18,
LOAN21899,CUST10978,4454024.0,Education,,12,Closed,2021-08-31,
LOAN21900,CUST10562,,Auto,,24,Ongoing,2022-09-28,
LOAN21901,CUST10372,429887.0,Education,9.45,60,Ongoing,2022-12-11,9017.93
LOAN21902,CUST10265,3254057.0,Asset,12.42,24,Ongoing,2023-07-29,153818.78
LOAN21903,CUST10619,1750670.0,Education,,48,Closed,2024-09-17,
LOAN21904,CUST10854,,Personal,,24,Ongoing,2022-02-24,
LOAN21905,CUST10959,,Home,8.55,24,Closed,2023-12-24,
LOAN21906,CUST10032,,Asset,11.86,60,Ongoing,2022-02-08,
LOAN21907,CUST10283,2606186.0,Personal,,60,Ongoing,2021-12-29,
LOAN21908,CUST10914,3466863.0,Education,14.4,12,Ongoing,2023-12-22,311932.5
LOAN21909,CUST10839,,Personal,,48,Ongoing,2023-07-13,
LOAN21910,CUST10467,3604461.0,Home,8.08,60,Ongoing,2023-02-25,73223.55
LOAN21911,CUST10551,,Home,,12,Closed,2021-07-11,
LOAN21912,CUST10689,,Home,8.0,24,Ongoing,2022-04-27,
LOAN21913,CUST10051,495233.0,Education,,12,Ongoing,2025-05-26,
LOAN21914,CUST10865,2107178.0,Home,,48,Ongoing,2023-08-06,
LOAN21915,CUST10596,,Home,,60,Ongoing,2023-04-27,
LOAN21916,CUST10371,,Personal,9.35,60,Ongoing,2023-02-19,
LOAN21917,CUST10789,,Asset,13.39,24,Closed,2022-08-13,
LOAN21918,CUST10945,1444771.0,Education,,36,Closed,2022-11-11,
LOAN21919,CUST10995,450740.0,Home,,36,Ongoing,2022-10-26,
LOAN21920,CUST10646,2762099.0,Home,,12,Closed,2023-06-25,
LOAN21921,CUST10345,4600592.0,Education,8.98,12,Closed,2023-05-05,402285.9
LOAN21922,CUST10314,4098109.0,Asset,,60,Closed,2023-08-02,
LOAN21923,CUST10455,424857.0,Home,,48,Ongoing,2022-11-04,
LOAN21924,CUST10764,,Personal,11.22,36,Closed,2024-10-14,
LOAN21925,CUST10293,,Personal,,48,Closed,2021-09-19,
LOAN21926,CUST10121,,Home,14.84,12,Closed,2024-06-06,
LOAN21927,CUST10433,,Asset,,36,Ongoing,2022-11-03,
LOAN21928,CUST10776,,Personal,,36,Closed,2021-06-16,
LOAN21929,CUST10822,3913477.0,Education,12.72,36,Ongoing,2022-08-18,131333.33
LOAN21930,CUST10991,,Personal,,60,Closed,2024-03-08,
LOAN21931,CUST10022,,Personal,,12,Closed,2022-08-28,
LOAN21932,CUST10018,3841087.0,Education,7.77,24,Ongoing,2025-01-18,173319.31
LOAN21933,CUST10685,,Asset,,12,Closed,2022-01-26,
LOAN21934,CUST10343,1100465.0,Home,8.07,48,Ongoing,2021-12-30,26901.74
LOAN21935,CUST10249,2216315.0,Home,12.32,12,Closed,2021-11-02,197248.84
LOAN21936,CUST10886,,Home,7.96,36,Ongoing,2021-12-25,
LOAN21937,CUST10716,,Asset,,48,Closed,2021-08-01,
LOAN21938,CUST10476,,Education,,36,Closed,2024-06-11,
LOAN21939,CUST10815,,Asset,,48,Ongoing,2024-11-19,
LOAN21940,CUST10883,,Personal,,36,Closed,2022-12-28,
LOAN21941,CUST10662,574752.0,Education,,36,Ongoing,2024-01-23,
LOAN21942,CUST10428,,Home,,12,Ongoing,2025-02-24,
LOAN21943,CUST10120,1477496.0,Personal,,12,Closed,2024-03-04,
LOAN21944,CUST10498,4136985.0,Personal,7.84,48,Closed,2022-05-20,100685.48
LOAN21945,CUST10166,,Asset,,24,Closed,2022-05-23,
LOAN21946,CUST10223,,Auto,14.81,36,Ongoing,2025-04-15,
LOAN21947,CUST10985,,Home,,12,Ongoing,2022-07-06,
LOAN21948,CUST10086,,Personal,14.39,36,Closed,2024-04-16,
LOAN21949,CUST10347,4534043.0,Personal,7.44,24,Ongoing,2021-08-03,203906.41
LOAN21950,CUST10009,2448518.0,Home,11.31,24,Closed,2023-11-19,114472.85
LOAN21951,CUST10636,,Asset,,60,Ongoing,2024-09-08,
LOAN21952,CUST10844,942949.0,Home,9.56,12,Ongoing,2022-07-21,82707.36
LOAN21953,CUST10185,1966039.0,Auto,,60,Closed,2023-08-31,
LOAN21954,CUST10507,3267618.0,Asset,,36,Closed,2023-10-09,
LOAN21955,CUST10872,1195353.0,Education,10.44,48,Closed,2022-03-30,30570.45
LOAN21956,CUST10723,1653485.0,Home,12.27,36,Closed,2025-03-08,55132.84
LOAN21957,CUST10093,2452067.0,Personal,,60,Closed,2022-03-15,
LOAN21958,CUST10963,736682.0,Auto,,24,Closed,2022-05-03,
LOAN21959,CUST10975,2034476.0,Education,9.06,24,Closed,2025-05-23,93000.53
LOAN21960,CUST10243,,Home,,60,Closed,2025-02-24,
LOAN21961,CUST10077,3367989.0,Auto,14.2,60,Ongoing,2023-04-29,78716.87
LOAN21962,CUST10577,,Education,,48,Closed,2021-09-02,
LOAN21963,CUST10638,1470105.0,Auto,,12,Ongoing,2021-12-03,
LOAN21964,CUST10523,,Education,,24,Closed,2022-04-15,
LOAN21965,CUST10553,,Personal,,12,Ongoing,2021-09-28,
LOAN21966,CUST10164,,Personal,,24,Closed,2022-02-26,
LOAN21967,CUST10169,,Education,,48,Ongoing,2022-06-08,
LOAN21968,CUST10222,,Auto,10.22,24,Ongoing,2022-06-12,
LOAN21969,CUST10589,,Home,,36,Closed,2023-09-14,
LOAN21970,CUST10841,2212872.0,Home,,36,Closed,2022-05-30,
LOAN21971,CUST10731,2816658.0,Auto,14.15,48,Ongoing,2024-06-09,77181.44
LOAN21972,CUST10393,2797870.0,Personal,12.54,24,Closed,2021-06-03,132412.12
LOAN21973,CUST10289,4408477.0,Asset,,60,Closed,2022-04-04,
LOAN21974,CUST10700,3163059.0,Auto,9.04,60,Closed,2022-01-05,65721.32
LOAN21975,CUST10506,,Home,,24,Ongoing,2022-09-11,
LOAN21976,CUST10751,4617939.0,Auto,12.95,36,Closed,2024-08-09,155485.42
LOAN21977,CUST10376,,Asset,11.61,12,Ongoing,2022-06-02,
LOAN21978,CUST10556,,Auto,12.14,24,Closed,2021-12-08,
LOAN21979,CUST10738,708075.0,Asset,8.07,24,Ongoing,2021-08-24,32046.92
LOAN21980,CUST10875,3919449.0,Education,11.21,36,Ongoing,2023-08-03,128707.87
LOAN21981,CUST10348,2387799.0,Education,9.72,60,Closed,2025-03-16,50405.33
LOAN21982,CUST10655,,Personal,,60,Closed,2021-08-21,
LOAN21983,CUST10929,198389.0,Education,,60,Closed,2024-09-13,
LOAN21984,CUST10875,,Asset,11.04,12,Closed,2024-04-26,
LOAN21985,CUST10255,,Auto,,60,Ongoing,2024-09-04,
LOAN21986,CUST10482,2196192.0,Education,,24,Closed,2022-03-16,
LOAN21987,CUST10580,,Home,14.96,12,Ongoing,2022-06-08,
LOAN21988,CUST10379,,Personal,,60,Closed,2024-10-11,
LOAN21989,CUST10660,,Personal,,48,Closed,2023-08-23,
LOAN21990,CUST10157,4576469.0,Personal,14.83,48,Ongoing,2022-05-05,126972.53
LOAN21991,CUST10556,,Home,8.75,48,Closed,2023-07-17,
LOAN21992,CUST10731,,Auto,12.71,24,Ongoing,2023-03-05,
